r 2826250834], length 256
19:12:23.680285 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2531984:2532240, ack 1, win 502, options [nop,nop,TS val 3494321799 ecr 2826250834], length 256
19:12:23.686790 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2563376, win 1, options [nop,nop,TS val 2826250841 ecr 3494321799], length 0
19:12:23.753399 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2563376, win 254, options [nop,nop,TS val 2826250907 ecr 3494321799], length 0
19:12:23.753450 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2563376:2563856, ack 1, win 502, options [nop,nop,TS val 3494321872 ecr 2826250907], length 480
19:12:23.753638 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2563856:2564272, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 416
19:12:23.753708 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2564272:2564528, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753754 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2564528:2564784, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753797 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2564784:2565040, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753840 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2565040:2565296, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753882 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2565296:2565552, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753923 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2565552:2565808, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250907], length 256
19:12:23.753954 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2565040, win 241, options [nop,nop,TS val 2826250908 ecr 3494321872], length 0
19:12:23.753995 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2565808:2566224, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 416
19:12:23.754038 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2566224:2566480, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754081 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2566480:2566736, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754132 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2566736:2566992, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754192 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2566992:2567248, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754238 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2567248:2567504, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754251 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2566736, win 228, options [nop,nop,TS val 2826250908 ecr 3494321873], length 0
19:12:23.754301 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2567504:2567920, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 416
19:12:23.754343 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2567920:2568176, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754383 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2568176:2568432, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754423 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2568432:2568688, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754464 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2568688:2568944, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754505 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2568944:2569200, ack 1, win 502, options [nop,nop,TS val 3494321873 ecr 2826250908], length 256
19:12:23.754565 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2568432, win 215, options [nop,nop,TS val 2826250909 ecr 3494321873], length 0
19:12:23.754590 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2569200:2569456, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754632 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2569456:2569872, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 416
19:12:23.754679 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2569872:2570128, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754720 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2570128:2570384, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754772 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2570384:2570640, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754812 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2570640:2570896, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754835 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2570128, win 202, options [nop,nop,TS val 2826250909 ecr 3494321873], length 0
19:12:23.754871 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2570896:2571312, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 416
19:12:23.754922 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2571312:2571568, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.754962 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2571568:2571824, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755002 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2571824:2572080, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755040 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2572080:2572336, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755093 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2572336:2572592, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755114 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2571824, win 189, options [nop,nop,TS val 2826250909 ecr 3494321874], length 0
19:12:23.755183 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2572592:2573008, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 416
19:12:23.755256 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2573008:2573264, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755308 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2573264:2573520, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755363 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2573520:2573776, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755407 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2573776:2574032, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755452 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2574032:2574288, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755498 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2574288:2574544, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250909], length 256
19:12:23.755528 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2573520, win 176, options [nop,nop,TS val 2826250910 ecr 3494321874], length 0
19:12:23.755564 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2574544:2574960, ack 1, win 502, options [nop,nop,TS val 3494321874 ecr 2826250910], length 416
19:12:23.755606 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2574960:2575216, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755646 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2575216:2575472, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755688 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2575472:2575728, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755727 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2575728:2575984, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755770 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2575984:2576240, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755809 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2576240:2576496, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755848 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2576496:2576752, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755860 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2575216, win 163, options [nop,nop,TS val 2826250910 ecr 3494321874], length 0
19:12:23.755907 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2576752:2577168, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 416
19:12:23.755947 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2577168:2577424, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.755986 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2577424:2577680, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756016 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2576752, win 151, options [nop,nop,TS val 2826250910 ecr 3494321875], length 0
19:12:23.756049 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2577680:2578096, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 416
19:12:23.756092 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2578096:2578352, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756130 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2578352:2578608, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756170 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2578608:2578864, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756209 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2578864:2579120, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756254 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2578352, win 139, options [nop,nop,TS val 2826250910 ecr 3494321875], length 0
19:12:23.756277 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2579120:2579376, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756318 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2579376:2579792, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 416
19:12:23.756357 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2579792:2580048, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756398 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2580048:2580304, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756470 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2580304:2580560, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250910], length 256
19:12:23.756525 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2580048, win 126, options [nop,nop,TS val 2826250911 ecr 3494321875], length 0
19:12:23.756552 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2580560:2580816, ack 1, win 502, options [nop,nop,TS val 3494321875 ecr 2826250911], length 256
19:12:23.756608 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2580816:2581232, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 416
19:12:23.756649 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2581232:2581488, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.756688 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2581488:2581744, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.756755 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2581744:2582000, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.756802 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2582000:2582256, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.756848 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2581744, win 113, options [nop,nop,TS val 2826250911 ecr 3494321875], length 0
19:12:23.756898 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2582256:2582672, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 416
19:12:23.756963 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2582672:2582928, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757010 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2582928:2583184, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757067 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2583184:2583440, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757125 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2583440:2583696, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757184 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2583696:2583952, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757250 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2583952:2584208, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757261 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2583440, win 100, options [nop,nop,TS val 2826250911 ecr 3494321876], length 0
19:12:23.757332 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2584208:2584624, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 416
19:12:23.757384 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2584624:2584880, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757435 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2584880:2585136, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757491 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2585136:2585392, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757547 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2585392:2585648, ack 1, win 502, options [nop,nop,TS val 3494321876 ecr 2826250911], length 256
19:12:23.757599 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2585648:2585904, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250911], length 256
19:12:23.757651 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2585904:2586160, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250911], length 256
19:12:23.757836 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2585136, win 87, options [nop,nop,TS val 2826250912 ecr 3494321876], length 0
19:12:23.757852 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2586160:2586416, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.757954 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2586416:2586832, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 416
19:12:23.758009 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2586832:2587088, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758064 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2587088:2587344, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758116 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2587344:2587600, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758141 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2586832, win 74, options [nop,nop,TS val 2826250912 ecr 3494321876], length 0
19:12:23.758203 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2587600:2588016, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 416
19:12:23.758257 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2588016:2588272, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758309 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2588272:2588528, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758364 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2588528:2588784, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758432 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2588784:2589040, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250912], length 256
19:12:23.758474 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2588528, win 61, options [nop,nop,TS val 2826250913 ecr 3494321877], length 0
19:12:23.758523 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2589040:2589456, ack 1, win 502, options [nop,nop,TS val 3494321877 ecr 2826250913], length 416
19:12:23.758581 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2589456:2589712, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758638 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2589712:2589968, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758692 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2589968:2590224, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758749 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590224:2590480, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758804 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590480:2590736, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758860 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2590224, win 48, options [nop,nop,TS val 2826250913 ecr 3494321877], length 0
19:12:23.758904 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590736:2590992, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.758955 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590992:2591216, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 224
19:12:23.758982 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591216:2591472, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759053 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591472:2591920, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 448
19:12:23.759178 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591920:2592176, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759208 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2591920, win 35, options [nop,nop,TS val 2826250913 ecr 3494321878], length 0
19:12:23.759272 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592176:2592592, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 416
19:12:23.759330 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592592:2592848, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759386 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592848:2593104, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759443 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593104:2593360, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759500 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593360:2593616, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
